SampleID,Block,Time,Chamber,Fragmentation,Position,SampleControl,Notes,Date collected,Date analyzed,Temperature ( C) lab,Pressure (kPa) lab,_mol / ml,Calibration Date (most recent),C2H4 calibration slope,C2H2 Calibration slope,C2H2 Height,C2H2 Area,C2H2 _mol,C2H2 _mol (calc),_mol C2H2 / injection,C2H4 Height,C2H4 Area,C2H4 _mol,C2H4 _mol (calc),_mol C2H4 / injection,%C2H4 ml,%C2H4 ARA,Control,Blank,ARA (_mol/ml),ARA (_mol·m-2·d-1),ARA* (_mol/ml),ARA* (_mol·m-2·d-1)
34C-1.0c,3,4,C,1,0,control,,,2011-02-23,25,107.5,43.386644,2010-09-21,265823000,319985600,1506850,14297542,0.044682,0.044682,0.044682,5257,54644,0.000206,0.000206,0.000206,0.000005,0.0045892,,0.000039,,,,
34C-1.1c,3,4,C,1,1,control,,,2011-02-23,25,107.5,43.386644,2010-09-21,265823000,319985600,1780987,15598046,0.048746,0.048746,0.048746,18210,188679,0.000710,0.000710,0.000710,0.000016,0.014356195,,0.000039,,,,
34C-1.0,3,4,C,1,0,Sample,,,2011-02-23,25,107.5,43.386644,2010-09-21,265823000,319985600,44219917,425831887,1.330785,1.330785,1.330785,453,1954,0.000007,0.000007,0.000007,0.000000,5.26003E-06,0.000206,0.000039,-0.000238,-19.9,-0.000032,-2.7
34C-1.1,3,4,C,1,1,Sample,,,2011-02-23,25,107.5,43.386644,2010-09-21,265823000,319985600,56322188,511712459,1.599174,1.599173,1.599174,92618,917356,0.003451,0.003451,0.003451,0.000080,0.002153342,0.000710,0.000039,0.002702,225.1,0.003412,284.3
34C-1.N,3,4,C,1,N,Sample,,,2011-02-23,25,107.5,43.386644,2010-09-21,265823000,319985600,45451947,435923286,1.362322,1.362322,1.362322,8089,68202,0.000257,0.000257,0.000257,0.000006,0.000188613,0.000458,0.000039,-0.000240,-20.0,0.000218,18.1
34C-1.W,3,4,C,1,W,Sample,,,2011-02-23,26,107.4,43.201314,2010-09-21,265823000,319985600,46969123,436619955,1.364499,1.364499,1.364499,74296,737821,0.002776,0.002776,0.002776,0.000064,0.002030316,0.000456,0.000039,0.002281,190.1,0.002737,228.1
34C-2.0c,3,4,C,2,0,control,,,2011-02-23,26,107.4,43.201314,2010-09-21,265823000,319985600,1579071,15047557,0.047026,0.047026,0.047026,5007,51768,0.000195,0.000195,0.000195,0.000005,0.004129519,,0.000039,,,,
34C-2.1c,3,4,C,2,1,control,,,2011-02-23,26,107.4,43.201314,2010-09-21,265823000,319985600,1574319,14583377,0.045575,0.045575,0.045575,10995,115399,0.000434,0.000434,0.000434,0.000010,0.009432937,,0.000039,,,,
34C-2.0,3,4,C,2,0,Sample,,,2011-02-23,26,107.4,43.201314,2010-09-21,265823000,319985600,37908272,361012324,1.128214,1.128214,1.128214,1369,8021,0.000030,0.000030,0.000030,0.000001,2.659E-05,0.000195,0.000039,-0.000204,-17.0,-0.000009,-0.8
34C-2.1,3,4,C,2,1,Sample,,,2011-02-23,26,107.4,43.201314,2010-09-21,265823000,319985600,49891296,426621660,1.333253,1.333253,1.333253,136518,1345625,0.005062,0.005062,0.005062,0.000117,0.003782368,0.000434,0.000039,0.004589,382.4,0.005023,418.6
34C-2.S,3,4,C,2,S,Sample,,,2011-02-23,26,107.3,43.161089,2010-09-21,265823000,319985600,44566990,462248355,1.444591,1.444591,1.444591,48662,541306,0.002036,0.002036,0.002036,0.000047,0.001407412,0.000314,0.000039,0.001683,140.2,0.001997,166.4
34C-2.E,3,4,C,2,E,Sample,,,2011-02-23,26,107.3,43.161089,2010-09-21,265823000,319985600,45101460,423885161,1.324701,1.324701,1.324701,69658,692598,0.002605,0.002605,0.002605,0.000060,0.001962622,0.000314,0.000039,0.002252,187.6,0.002566,213.8
34C-3.0c,3,4,C,3,0,control,,,2011-02-23,26,107.3,43.161089,2010-09-21,265823000,319985600,1841901,17151091,0.053600,0.053600,0.053600,4255,42726,0.000161,0.000161,0.000161,0.000004,0.002994736,,0.000039,,,,
34C-3.1c,3,4,C,3,1,control,,,2011-02-23,26,107.3,43.161089,2010-09-21,265823000,319985600,2063715,19172515,0.059917,0.059917,0.059917,12026,126831,0.000477,0.000477,0.000477,0.000011,0.007898136,,0.000039,,,,
34C-3.0,3,4,C,3,0,Sample,,,2011-02-23,26,107.3,43.161089,2010-09-21,265823000,319985600,48647516,449866420,1.405896,1.405896,1.405896,771,3739,0.000014,0.000014,0.000014,0.000000,9.95796E-06,0.000161,0.000039,-0.000186,-15.5,-0.000025,-2.1
34C-3.1,3,4,C,3,1,Sample,,,2011-02-23,26,107.3,43.161089,2010-09-21,265823000,319985600,52764609,480156496,1.500557,1.500557,1.500557,84803,838946,0.003156,0.003156,0.003156,0.000073,0.002098805,0.000477,0.000039,0.002640,220.0,0.003117,259.7
34C-3.S,3,4,C,3,S,Sample,,,2011-02-23,25,107.2,43.265565,2010-09-21,265823000,319985600,51759054,485930846,1.518602,1.518602,1.518602,75711,751570,0.002827,0.002827,0.002827,0.000065,0.001858122,0.000320,0.000039,0.002468,205.7,0.002788,232.3
34C-3.W,3,4,C,3,W,Sample,,,2011-02-23,25,107.2,43.265565,2010-09-21,265823000,319985600,54153278,494859809,1.546507,1.546506,1.546507,46680,441753,0.001662,0.001662,0.001662,0.000038,0.001073526,0.000320,0.000039,0.001303,108.6,0.001623,135.2
34C-4.0c,3,4,C,4,0,control,,,2011-02-23,25,107.2,43.265565,2010-09-21,265823000,319985600,1726968,14788146,0.046215,0.046215,0.046215,5096,49933,0.000188,0.000188,0.000188,0.000004,0.004051462,,0.000039,,,,
34C-4.1c,3,4,C,4,1,control,,,2011-02-23,25,107.2,43.265565,2010-09-21,265823000,319985600,1300394,11778762,0.036810,0.036810,0.036810,18088,192408,0.000724,0.000724,0.000724,0.000017,0.019289178,,0.000039,,,,
34C-4.0,3,4,C,4,0,Sample,,,2011-02-23,26,107.2,43.120865,2010-09-21,265823000,319985600,41076335,374411059,1.170087,1.170087,1.170087,1062,5598,0.000021,0.000021,0.000021,0.000000,1.79471E-05,0.000187,0.000039,-0.000206,-17.1,-0.000018,-1.5
34C-4.1,3,4,C,4,1,Sample,,,2011-02-23,26,107.2,43.120865,2010-09-21,265823000,319985600,49953924,452300978,1.413504,1.413504,1.413504,269957,2831776,0.010653,0.010653,0.010653,0.000247,0.007480215,0.000722,0.000039,0.009892,824.3,0.010614,884.5
34C-4.N,3,4,C,4,N,Sample,,,2011-02-23,26,107.2,43.120865,2010-09-21,265823000,319985600,51445549,451737471,1.411743,1.411743,1.411743,1498,8959,0.000034,0.000034,0.000034,0.000001,2.40831E-05,0.000454,0.000039,-0.000460,-38.3,-0.000005,-0.4
34C-4.E,3,4,C,4,E,Sample,,,2011-02-23,26,107.2,43.120865,2010-09-21,265823000,319985600,44229681,397509907,1.242275,1.242274,1.242275,3127,20115,0.000076,0.000076,0.000076,0.000002,6.11743E-05,0.000454,0.000039,-0.000418,-34.8,0.000037,3.1
44A-G1,4,4,A,,1,blank,,,2011-02-24,25,106.4,42.942688,2010-09-21,265823000,319985600,59419365,542111344,1.694174,1.694174,1.694174,1172,6100,0.000023,0.000023,0.000023,0.000001,1.35758E-05,,0.000023,,,,
44B-G2,4,4,B,"2,4",2,blank,,,2011-02-24,25,106.4,42.942688,2010-09-21,265823000,319985600,57632156,509982218,1.593766,1.593766,1.593766,1217,7022,0.000026,0.000026,0.000026,0.000001,1.63133E-05,,0.000026,,,,
44B-G3,4,4,B,"1,3",3,blank,,,2011-02-24,25,106.4,42.942688,2010-09-21,265823000,319985600,55932256,517315735,1.616685,1.616684,1.616685,1184,5217,0.000020,0.000020,0.000020,0.000000,1.23708E-05,,0.000026,,,,
44C-G4,4,4,C,,4,blank,,,2011-02-24,25,106.4,42.942688,2010-09-21,265823000,319985600,49240932,460816057,1.440115,1.440115,1.440115,557,2354,0.000009,0.000009,0.000009,0.000000,6.24946E-06,,0.000009,,,,
44A-1.0c,4,4,A,1,0,control,,,2011-02-24,25,106.3,42.902328,2010-09-21,265823000,319985600,1826338,16674242,0.052109,0.052109,0.052109,12026,125896,0.000474,0.000474,0.000474,0.000011,0.00901432,,0.000023,,,,
44A-1.1c,4,4,A,1,1,control,,,2011-02-24,25,106.3,42.902328,2010-09-21,265823000,319985600,1154393,10663399,0.033325,0.033325,0.033325,14858,160018,0.000602,0.000602,0.000602,0.000014,0.01774398,,0.000023,,,,
44A-1.0,4,4,A,1,0,Sample,,,2011-02-24,25,106.3,42.902328,2010-09-21,265823000,319985600,51633674,480454321,1.501488,1.501487,1.501488,48072,462346,0.001739,0.001739,0.001739,0.000041,0.001156845,0.000474,0.000023,0.001242,103.5,0.001716,143.0
44A-1.1,4,4,A,1,1,Sample,,,2011-02-24,25,106.3,42.902328,2010-09-21,265823000,319985600,57115614,524148462,1.638038,1.638038,1.638038,37587,346883,0.001305,0.001305,0.001305,0.000030,0.000796051,0.000602,0.000023,0.000680,56.7,0.001282,106.8
44A-1.S,4,4,A,1,S,Sample,,,2011-02-24,26,106.2,42.718618,2010-09-21,265823000,319985600,55901533,517723949,1.617960,1.617960,1.617960,68855,676388,0.002545,0.002545,0.002545,0.000060,0.001570498,0.000536,0.000023,0.001986,165.5,0.002522,210.2
44A-1.E,4,4,A,1,E,Sample,,,2011-02-24,26,106.2,42.718618,2010-09-21,265823000,319985600,52901730,486173498,1.519361,1.519361,1.519361,26606,240239,0.000904,0.000904,0.000904,0.000021,0.000594633,0.000536,0.000023,0.000345,28.8,0.000881,73.4
44A-2.0c,4,4,A,2,0,control,,,2011-02-24,26,106.2,42.718618,2010-09-21,265823000,319985600,1300486,12164854,0.038017,0.038017,0.038017,13104,139254,0.000524,0.000524,0.000524,0.000012,0.013595911,,0.000023,,,,
44A-2.1c,4,4,A,2,1,control,,,2011-02-24,26,106.2,42.718618,2010-09-21,265823000,319985600,1109364,9973891,0.031170,0.031170,0.031170,12094,128345,0.000483,0.000483,0.000483,0.000011,0.015259217,,0.000023,,,,
44A-2.0,4,4,A,2,0,Sample,,,2011-02-24,26,106.1,42.678393,2010-09-21,265823000,319985600,52508681,484734334,1.514863,1.514863,1.514863,83691,830174,0.003123,0.003123,0.003123,0.000073,0.002057331,0.000524,0.000023,0.002577,214.7,0.003100,258.3
44A-2.1,4,4,A,2,1,Sample,,,2011-02-24,26,106.1,42.678393,2010-09-21,265823000,319985600,43758943,398183543,1.244380,1.244380,1.244380,135784,1391766,0.005236,0.005236,0.005236,0.000123,0.004190087,0.000483,0.000023,0.004731,394.2,0.005213,434.4
44A-2.N,4,4,A,2,N,Sample,,,2011-02-24,26,106.1,42.678393,2010-09-21,265823000,319985600,43630633,397022084,1.240750,1.240750,1.240750,168663,1744366,0.006562,0.006562,0.006562,0.000154,0.005260913,0.000503,0.000023,0.006036,503.0,0.006539,544.9
44A-2.E,4,4,A,2,E,Sample,,,2011-02-24,26,106.1,42.678393,2010-09-21,265823000,319985600,48500062,433875070,1.355921,1.355921,1.355921,55478,530081,0.001994,0.001994,0.001994,0.000047,0.001468428,0.000503,0.000023,0.001468,122.3,0.001971,164.3
44A-3.0c,4,4,A,3,0,control,,,2011-02-24,26,106.1,42.678393,2010-09-21,265823000,319985600,1457952,13697438,0.042806,0.042806,0.042806,13470,144201,0.000542,0.000542,0.000542,0.000013,0.01250346,,0.000023,,,,
44A-3.1c,4,4,A,3,1,control,,,2011-02-24,26,106.1,42.678393,2010-09-21,265823000,319985600,1494726,13863045,0.043324,0.043324,0.043324,14032,149960,0.000564,0.000564,0.000564,0.000013,0.012850893,,0.000023,,,,
44A-3.0,4,4,A,3,0,Sample,,,2011-02-24,26,106.1,42.678393,2010-09-21,265823000,319985600,54622599,505606919,1.580093,1.580093,1.580093,62369,604548,0.002274,0.002274,0.002274,0.000053,0.001437088,0.000542,0.000023,0.001709,142.4,0.002251,187.6
44A-3.1,4,4,A,3,1,Sample,,,2011-02-24,26,106.1,42.678393,2010-09-21,265823000,319985600,48098590,446343646,1.394887,1.394887,1.394887,157193,1632664,0.006142,0.006142,0.006142,0.000144,0.004383921,0.000564,0.000023,0.005555,462.9,0.006119,509.9
44A-3.N,4,4,A,3,N,Sample,,,2011-02-24,26,106.0,42.638168,2010-09-21,265823000,319985600,48710633,436876682,1.365301,1.365301,1.365301,133238,1346506,0.005065,0.005065,0.005065,0.000119,0.003696093,0.000552,0.000023,0.004490,374.1,0.005042,420.2
44A-3.W,4,4,A,3,W,Sample,,,2011-02-24,26,106.0,42.638168,2010-09-21,265823000,319985600,49092428,436568840,1.364339,1.364339,1.364339,110572,1099756,0.004137,0.004137,0.004137,0.000097,0.003023071,0.000552,0.000023,0.003562,296.8,0.004114,342.8
44A-4.0c,4,4,A,4,0,control,,,2011-02-24,26,106.0,42.638168,2010-09-21,265823000,319985600,332095,3168384,0.009902,0.009902,0.009902,8105,217327,0.000818,0.000818,0.000818,0.000019,0.07630597,,0.000023,,,,
44A-4.1c,4,4,A,4,1,control,,,2011-02-24,26,106.0,42.638168,2010-09-21,265823000,319985600,1406351,12526596,0.039147,0.039147,0.039147,12019,123680,0.000465,0.000465,0.000465,0.000011,0.011738867,,0.000023,,,,
44A-4.0,4,4,A,4,0,Sample,,,2011-02-24,26,106.0,42.638168,2010-09-21,265823000,319985600,28974926,266878540,0.834033,0.834033,0.834033,61550,618287,0.002326,0.002326,0.002326,0.000055,0.002781102,0.000818,0.000023,0.001485,123.8,0.002303,191.9
44A-4.1,4,4,A,4,1,Sample,,,2011-02-24,26,106.0,42.638168,2010-09-21,265823000,319985600,54345255,509515860,1.592309,1.592309,1.592309,81583,811357,0.003052,0.003052,0.003052,0.000072,0.001913047,0.000465,0.000023,0.002564,213.7,0.003029,252.4
44A-4.S,4,4,A,4,S,Sample,,,2011-02-24,26,106.0,42.638168,2010-09-21,265823000,319985600,50113910,458910241,1.434159,1.434159,1.434159,137257,1400173,0.005267,0.005267,0.005267,0.000124,0.003659097,0.000642,0.000023,0.004603,383.6,0.005244,437.0
44A-4.W,4,4,A,4,W,Sample,,,2011-02-24,26,106.0,42.638168,2010-09-21,265823000,319985600,52944776,477978631,1.493751,1.493750,1.493751,54224,514841,0.001937,0.001937,0.001937,0.000045,0.001295056,0.000642,0.000023,0.001273,106.1,0.001914,159.5
44B-1.0c,4,4,B,1,0,control,,,2011-02-24,26,106.0,42.638168,2010-09-21,265823000,319985600,1247013,11267961,0.035214,0.035214,0.035214,6922,70239,0.000264,0.000264,0.000264,0.000006,0.007441231,,0.000026,,,,
44B-1.1c,4,4,B,1,1,control,,,2011-02-24,26,106.0,42.638168,2010-09-21,265823000,319985600,1098954,10243313,0.032012,0.032012,0.032012,17820,193954,0.000730,0.000730,0.000730,0.000017,0.022295523,,0.000026,,,,
44B-1.0,4,4,B,1,0,Sample,,,2011-02-24,26,106.0,42.638168,2010-09-21,265823000,319985600,49951186,453378288,1.416871,1.416871,1.416871,1945,21896,0.000082,0.000082,0.000082,0.000002,5.78707E-05,0.000264,0.000026,-0.000208,-17.3,0.000056,4.7
44B-1.1,4,4,B,1,1,Sample,,,2011-02-24,26,106.0,42.638168,2010-09-21,265823000,319985600,48350009,435975495,1.362485,1.362485,1.362485,233055,2414433,0.009083,0.009083,0.009083,0.000213,0.006622348,0.000730,0.000026,0.008327,693.9,0.009057,754.8
44B-1.N,4,4,B,1,N,Sample,,,2011-02-24,26,106.1,42.678393,2010-09-21,265823000,319985600,51581068,479376782,1.498120,1.498120,1.498120,154905,1600064,0.006019,0.006019,0.006019,0.000141,0.004001625,0.000497,0.000026,0.005496,458.0,0.005993,499.4
44B-1.E,4,4,B,1,E,Sample,,,2011-02-24,26,106.1,42.678393,2010-09-21,265823000,319985600,53043912,472280047,1.475942,1.475942,1.475942,1879,10526,0.000040,0.000040,0.000040,0.000001,2.71006E-05,0.000497,0.000026,-0.000483,-40.3,0.000014,1.2
44B-2.0c,4,4,B,2,0,control,,,2011-02-24,26,106.1,42.678393,2010-09-21,265823000,319985600,1501570,13549717,0.042345,0.042345,0.042345,8131,84370,0.000317,0.000317,0.000317,0.000007,0.0074305,,0.000026,,,,
44B-2.1c,4,4,B,2,1,control,,,2011-02-24,26,106.1,42.678393,2010-09-21,265823000,319985600,1060563,9782978,0.030573,0.030573,0.030573,9916,105299,0.000396,0.000396,0.000396,0.000009,0.012786981,,0.000026,,,,
44B-2.0,4,4,B,2,0,Sample,,,2011-02-24,26,106.1,42.678393,2010-09-21,265823000,319985600,49939175,433122409,1.353569,1.353568,1.353569,2683,25583,0.000096,0.000096,0.000096,0.000002,7.09186E-05,0.000317,0.000026,-0.000247,-20.6,0.000070,5.8
44B-2.1,4,4,B,2,1,Sample,,,2011-02-24,26,106.1,42.678393,2010-09-21,265823000,319985600,55160792,471270530,1.472787,1.472787,1.472787,82567,791288,0.002977,0.002977,0.002977,0.000070,0.00201726,0.000396,0.000026,0.002555,212.9,0.002951,245.9
44B-2.S,4,4,B,2,S,Sample,,,2011-02-24,26,106.1,42.678393,2010-09-21,265823000,319985600,55328445,469992654,1.468793,1.468793,1.468793,43519,398601,0.001499,0.001499,0.001499,0.000035,0.001019525,0.000357,0.000026,0.001117,93.1,0.001473,122.8
44B-2.W,4,4,B,2,W,Sample,,,2011-02-24,26,106.1,42.678393,2010-09-21,265823000,319985600,48844427,453121168,1.416068,1.416067,1.416068,19401,172390,0.000649,0.000649,0.000649,0.000015,0.000458101,0.000357,0.000026,0.000267,22.2,0.000623,51.9
44B-3.0c,4,4,B,3,0,control,,,2011-02-25,25,105.4,42.539091,2010-09-21,265823000,319985600,1669232,15485823,0.048395,0.048395,0.048395,13616,145247,0.000546,0.000546,0.000546,0.000013,0.01115629,,0.000026,,,,
44B-3.1c,4,4,B,3,1,control,,,2011-02-25,25,105.4,42.539091,2010-09-21,265823000,319985600,1417387,13045360,0.040769,0.040769,0.040769,8439,88548,0.000333,0.000333,0.000333,0.000008,0.008101796,,0.000026,,,,
44B-3.0,4,4,B,3,0,Sample,,,2011-02-25,25,105.3,42.498732,2010-09-21,265823000,319985600,53956547,486079547,1.519067,1.519067,1.519067,85432,839229,0.003157,0.003157,0.003157,0.000074,0.002073939,0.000545,0.000026,0.002586,215.5,0.003131,260.9
44B-3.1,4,4,B,3,1,Sample,,,2011-02-25,25,105.3,42.498732,2010-09-21,265823000,319985600,53219490,480437204,1.501434,1.501434,1.501434,131113,1321440,0.004971,0.004971,0.004971,0.000117,0.003299909,0.000333,0.000026,0.004613,384.4,0.004945,412.1
44B-3.N,4,4,B,3,N,Sample,,,2011-02-25,25,105.1,42.418012,2010-09-21,265823000,319985600,53666083,475634410,1.486425,1.486424,1.486425,25772,230259,0.000866,0.000866,0.000866,0.000020,0.000582267,0.000438,0.000026,0.000402,33.5,0.000840,70.0
44B-3.W,4,4,B,3,W,Sample,,,2011-02-25,25,105.1,42.418012,2010-09-21,265823000,319985600,50236733,437792018,1.368162,1.368162,1.368162,51894,488656,0.001838,0.001838,0.001838,0.000043,0.001341606,0.000438,0.000026,0.001374,114.5,0.001812,151.0
44B-4.0c,4,4,B,4,0,control,,,2011-02-25,26,105.1,42.276146,2010-09-21,265823000,319985600,322719,2910638,0.009096,0.009096,0.009096,5558,86213,0.000324,0.000324,0.000324,0.000008,0.034394904,,0.000026,,,,
44B-4.1c,4,4,B,4,1,control,,,2011-02-25,26,105.0,42.235921,2010-09-21,265823000,319985600,1448536,13002989,0.040636,0.040636,0.040636,6761,69258,0.000261,0.000261,0.000261,0.000006,0.006381886,,0.000026,,,,
44B-4.0,4,4,B,4,0,Sample,,,2011-02-25,26,105.0,42.235921,2010-09-21,265823000,319985600,53261049,469530335,1.467349,1.467348,1.467349,58394,554841,0.002087,0.002087,0.002087,0.000049,0.001420273,0.000324,0.000026,0.001738,144.8,0.002061,171.8
44B-4.1,4,4,B,4,1,Sample,,,2011-02-25,26,105.0,42.235921,2010-09-21,265823000,319985600,55516667,499162503,1.559953,1.559953,1.559953,27560,246795,0.000928,0.000928,0.000928,0.000022,0.000594536,0.000261,0.000026,0.000641,53.5,0.000902,75.2
44B-4.S,4,4,B,4,S,Sample,,,2011-02-25,26,105.0,42.235921,2010-09-21,265823000,319985600,53299683,456929055,1.427968,1.427968,1.427968,12185,102588,0.000386,0.000386,0.000386,0.000009,0.000270241,0.000292,0.000026,0.000068,5.7,0.000360,30.0
44B-4.E,4,4,B,4,E,Sample,,,2011-02-25,26,105.0,42.235921,2010-09-21,265823000,319985600,47055005,414531161,1.295468,1.295468,1.295468,1987,11541,0.000043,0.000043,0.000043,0.000001,3.31915E-05,0.000292,0.000026,-0.000275,-22.9,0.000017,1.5
44C-1.0c,4,4,C,1,0,control,,,2011-02-25,25,105.0,42.377653,2010-09-21,265823000,319985600,1621736,14876514,0.046491,0.046491,0.046491,4208,40697,0.000153,0.000153,0.000153,0.000004,0.003280165,,0.000009,,,,
44C-1.1c,4,4,C,1,1,control,,,2011-02-25,25,105.0,42.377653,2010-09-21,265823000,319985600,7110,73411,0.000229,0.000229,0.000229,3337,36799,0.000138,0.000138,0.000138,0.000003,0.376021798,,0.000009,,,,
44C-1.0,4,4,C,1,0,Sample,,,2011-02-25,25,105.0,42.377653,2010-09-21,265823000,319985600,53238958,475884889,1.487207,1.487207,1.487207,1065,5675,0.000021,0.000021,0.000021,0.000000,1.41202E-05,0.000153,0.000009,-0.000141,-11.7,0.000012,1.0
44C-1.1,4,4,C,1,1,Sample,,,2011-02-25,25,105.0,42.377653,2010-09-21,265823000,319985600,51015777,460058578,1.437748,1.437748,1.437748,23531,210305,0.000791,0.000791,0.000791,0.000019,0.000549863,0.000138,0.000009,0.000644,53.7,0.000782,65.2
44C-1.S,4,4,C,1,S,Sample,,,2011-02-25,26,105.0,42.235921,2010-09-21,265823000,319985600,52380011,459006382,1.434460,1.434459,1.434460,32036,290682,0.001094,0.001094,0.001094,0.000026,0.000762075,0.000145,0.000009,0.000940,78.3,0.001085,90.4
44C-1.W,4,4,C,1,W,Sample,,,2011-02-25,26,105.0,42.235921,2010-09-21,265823000,319985600,57302745,522104489,1.631650,1.631650,1.631650,37173,342143,0.001287,0.001287,0.001287,0.000030,0.00078815,0.000145,0.000009,0.001133,94.4,0.001278,106.5
44C-2.0c,4,4,C,2,0,control,,,2011-02-25,26,105.0,42.235921,2010-09-21,265823000,319985600,27694,427353,0.001336,0.001336,0.001336,3403,39202,0.000147,0.000147,0.000147,0.000003,0.099123399,,0.000009,,,,
44C-2.1c,4,4,C,2,1,control,,,2011-02-25,26,105.0,42.235921,2010-09-21,265823000,319985600,1210889,11214771,0.035048,0.035048,0.035048,12263,131774,0.000496,0.000496,0.000496,0.000012,0.013954535,,0.000009,,,,
44C-2.0,4,4,C,2,0,Sample,,,2011-02-25,26,105.0,42.235921,2010-09-21,265823000,319985600,46795238,415213040,1.297599,1.297599,1.297599,1237,6027,0.000023,0.000023,0.000023,0.000001,1.77247E-05,0.000147,0.000009,-0.000133,-11.1,0.000014,1.2
44C-2.1,4,4,C,2,1,Sample,,,2011-02-25,26,105.0,42.235921,2010-09-21,265823000,319985600,57545265,484130143,1.512975,1.512975,1.512975,115241,1119034,0.004210,0.004210,0.004210,0.000100,0.002774876,0.000496,0.000009,0.003705,308.8,0.004201,350.1
44C-2.S,4,4,C,2,S,Sample,,,2011-02-25,26,105.0,42.235921,2010-09-21,265823000,319985600,52015279,436287682,1.363461,1.363460,1.363461,3836,27637,0.000104,0.000104,0.000104,0.000002,7.62707E-05,0.000322,0.000009,-0.000226,-18.9,0.000095,7.9
44C-2.E,4,4,C,2,E,Sample,,,2011-02-25,26,105.0,42.235921,2010-09-21,265823000,319985600,56060941,475713468,1.486672,1.486671,1.486672,111835,1083878,0.004077,0.004077,0.004077,0.000097,0.002734867,0.000322,0.000009,0.003747,312.2,0.004068,339.0
44C-3.0c,4,4,C,3,0,control,,,2011-02-25,26,105.0,42.235921,2010-09-21,265823000,319985600,1391169,11742889,0.036698,0.036698,0.036698,6064,59635,0.000224,0.000224,0.000224,0.000005,0.006066844,,0.000009,,,,
44C-3.1c,4,4,C,3,1,control,,,2011-02-25,26,105.0,42.235921,2010-09-21,265823000,319985600,1474171,12570426,0.039284,0.039284,0.039284,16840,171867,0.000647,0.000647,0.000647,0.000015,0.01620295,,0.000009,,,,
44C-3.0,4,4,C,3,0,Sample,,,2011-02-25,26,105.1,42.276146,2010-09-21,265823000,319985600,34296734,282906061,0.884121,0.884121,0.884121,2152,19855,0.000075,0.000075,0.000075,0.000002,8.48228E-05,0.000224,0.000009,-0.000158,-13.2,0.000066,5.5
44C-3.1,4,4,C,3,1,Sample,,,2011-02-25,26,105.1,42.276146,2010-09-21,265823000,319985600,51106318,460703646,1.439764,1.439764,1.439764,230998,2391237,0.008996,0.008996,0.008996,0.000213,0.006209448,0.000648,0.000009,0.008340,695.0,0.008987,748.9
44C-3.N,4,4,C,3,N,Sample,,,2011-02-25,26,105.1,42.276146,2010-09-21,265823000,319985600,54136935,472824637,1.477644,1.477643,1.477644,155297,1559132,0.005865,0.005865,0.005865,0.000139,0.003953464,0.000436,0.000009,0.005420,451.7,0.005856,488.0
44C-3.W,4,4,C,3,W,Sample,,,2011-02-25,26,105.1,42.276146,2010-09-21,265823000,319985600,47793935,441760204,1.380563,1.380563,1.380563,50150,481307,0.001811,0.001811,0.001811,0.000043,0.001310065,0.000436,0.000009,0.001366,113.9,0.001802,150.2
44C-4.0c,4,4,C,4,0,control,,,2011-02-25,26,105.2,42.316371,2010-09-21,265823000,319985600,50180,547059,0.001710,0.001710,0.001710,3504,38529,0.000145,0.000145,0.000145,0.000003,0.078167116,,0.000009,,,,
44C-4.1c,4,4,C,4,1,control,,,2011-02-25,26,105.2,42.316371,2010-09-21,265823000,319985600,1317187,12442446,0.038884,0.038884,0.038884,17157,197353,0.000742,0.000742,0.000742,0.000018,0.018725079,,0.000009,,,,
44C-4.0,4,4,C,4,0,Sample,,,2011-02-25,26,105.2,42.316371,2010-09-21,265823000,319985600,38078971,358133979,1.119219,1.119219,1.119219,777,4432,0.000017,0.000017,0.000017,0.000000,1.51889E-05,0.000145,0.000009,-0.000137,-11.4,0.000008,0.7
44C-4.1,4,4,C,4,1,Sample,,,2011-02-25,26,105.2,42.316371,2010-09-21,265823000,319985600,45366890,418361475,1.307439,1.307438,1.307439,113890,1163532,0.004377,0.004377,0.004377,0.000103,0.003336596,0.000742,0.000009,0.003626,302.2,0.004368,364.0
44C-4.N,4,4,C,4,N,Sample,,,2011-02-25,26,105.3,42.356595,2010-09-21,265823000,319985600,44267732,401690447,1.255339,1.255339,1.255339,32075,298872,0.001124,0.001124,0.001124,0.000027,0.000894575,0.000444,0.000009,0.000671,55.9,0.001115,92.9
44C-4.E,4,4,C,4,E,Sample,,,2011-02-25,26,105.3,42.356595,2010-09-21,265823000,319985600,53742188,397801601,1.243186,1.243186,1.243186,72312,654563,0.002462,0.002462,0.002462,0.000058,0.001976481,0.000444,0.000009,0.002009,167.4,0.002453,204.4
54C-G1,5,4,C,,1,blank,,,2011-02-28,24,104.6,42.358356,2010-09-21,265823000,319985600,57106718,506551489,1.583045,1.583045,1.583045,1960,11412,0.000043,0.000043,0.000043,0.000001,2.71621E-05,,0.000043,,,,
54A-G2,5,4,A,"3,4",2,blank,,,2011-02-28,24,104.6,42.358356,2010-09-21,265823000,319985600,51327296,466479069,1.457813,1.457813,1.457813,1774,10707,0.000040,0.000040,0.000040,0.000001,2.74376E-05,,0.000040,,,,
54A-G3,5,4,A,"1,2",3,blank,,,2011-02-28,24,104.6,42.358356,2010-09-21,265823000,319985600,55756531,502117348,1.569188,1.569187,1.569188,1049,4453,0.000017,0.000017,0.000017,0.000000,1.08335E-05,,0.000040,,,,
