"SampleID","Block","Time","Chamber","Frag","Pos","ARA.dwt","Cells.dwt","Nostoc","Nostoc.H","Stigonema","Stigonema.H","Other.cells","Cells","Cells.g","Cells.m","Hcells","Hcells.g","Hcells.m","ARA.ml","ARA.m","H2O","H2O.wwt","Position","Nfix","ARA.g"
"52C-1.N","5","2","C","1","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.10954238522724e-05,6.75795198768937,4.47523510971787,0.817359441200046,"N",2.25265066256312,NA
"52C-1.E","5","2","C","1","E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.000189874797144841,-15.8228997620701,5.81392235609103,0.853241650294696,"E",-5.27429992069004,NA
"52C-2.O","5","2","C","2","O",539.1,41.4,0,0,215.5,5.5,0,119722.222222222,5783682.23295760,5196638486.3124,3055.55555555556,147611.379495437,132628824.476651,-0.000167575476264485,-13.9646230220404,0.903266331658292,0.474587458745875,"O",-4.65487434068013,-3.10843027758272e-07
"52C-2.I","5","2","C","2","I",429.1,28.5,0,0,18,0.5,0.5,10277.7777777778,721247.563352827,515812215.724496,277.777777777778,19493.1773879142,13940870.6952567,-0.000245275878758844,-20.439656563237,3.97907949790795,0.799159663865546,"I",-6.81321885441233,-5.7160540377265e-07
"52C-2.S","5","2","C","2","S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.000167289304416135,-13.9407753680113,4.56281771968047,0.82023498694517,"S",-4.64692512267043,NA
"52C-2.W","5","2","C","2","W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.000179345505503722,-14.9454587919769,3.49619095987810,0.777589517677623,"W",-4.98181959732562,NA
"52C-3.O","5","2","C","3","O",687.3,63.8,0,0,219,2,0,121666.666666667,3814002.08986416,4368939393.93939,1111.11111111111,34831.0693138279,39898989.8989899,-0.000149451925110703,-12.4543270925586,2.84534038334435,0.739944998281196,"O",-4.1514423641862,-2.17447875906741e-07
"52C-3.I","5","2","C","3","I",279.5,29,0,0,63.5,0,0,35277.7777777778,2432950.19157088,1133349297.57344,0,0,0,-0.000126076230017126,-10.5063525014271,4.40097474523704,0.814848236259229,"I",-3.50211750047572,-4.51077746036228e-07
"52C-3.S","5","2","C","3","S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.000106744176536798,-8.89534804473316,6.74308543331286,0.870852516272424,"S",-2.96511601491105,NA
"52C-3.E","5","2","C","3","E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.34837595147664e-05,-1.12364662623053,3.77979479084452,0.790785997357992,"E",-0.374548875410178,NA
"52C-4.O","5","2","C","4","O",430,31.4,22,1.5,0,0,0,1100,70063.6942675159,50212314.2250531,75,4777.07006369427,3423566.87898089,-0.00013637807973363,-11.3648399778025,0.629251700680272,0.386221294363257,"O",-3.78827999260083,-3.1715832496193e-07
"52C-4.I","5","2","C","4","I",291.4,37.6,0,0,8.5,0.5,0,4722.22222222222,251182.033096927,121990740.740741,277.777777777778,14775.4137115839,7175925.92592593,-0.000101523184569093,-8.46026538075776,4.26605995717345,0.810104706719529,"I",-2.82008846025259,-3.48398025288583e-07
"52C-4.N","5","2","C","4","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000244722840177944,20.3935700148287,3.45637034002458,0.77560213274499,"N",6.79785667160955,NA
"52C-4.W","5","2","C","4","W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.000124721519926584,-10.3934599938820,2.73624503686897,0.732351601639593,"W",-3.46448666462735,NA
"62A-1.O","6","2","A","1","O",369.8,31,0,0,13.5,0,0,675,43548.3870967742,26840322.5806452,0,0,0,-0.000132108038525407,-11.0090032104506,10.9116465863454,0.916048550236008,"O",-3.66966773681686,-3.57241856477574e-07
"62A-1.I","6","2","A","1","I",1024.4,82,0,0,0,0,0.5,277.777777777778,6775.06775067751,11567299.0063234,0,0,0,-0.000106369405513119,-8.86411712609321,9.73639774859286,0.906858890345129,"I",-2.95470570869774,-1.03835811707457e-07
"62A-1.N","6","2","A","1","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.000138419038193291,-11.5349198494409,11.5657894736842,0.92041884816754,"N",-3.84497328314698,NA
"62A-1.E","6","2","A","1","E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.00014599273198273,-12.1660609985608,7.68207855973814,0.884820208303879,"E",-4.05535366618694,NA
"62A-2.O","6","2","A","2","O",597,48.7,0,0,3,0,0,1666.66666666667,68446.2696783025,68104038.329911,0,0,0,-0.000100626011291930,-8.38550094099413,6.26507713884993,0.862355212355212,"O",-2.79516698033138,-1.68552782733550e-07
"62A-2.I","6","2","A","2","I",524.6,55.1,0,0,104,7.5,0,57777.7777777778,2097197.01552732,1833649257.24272,4166.66666666667,151240.169388990,132234321.435773,-8.69765048156758e-05,-7.24804206797299,6.34636591478697,0.86387827510917,"I",-2.41601402265766,-1.65795853632626e-07
"62A-2.N","6","2","A","2","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.000129170727333112,-10.7642272777593,6.74291784702549,0.87084972102808,"N",-3.58807575925311,NA
"62A-2.W","6","2","A","2","W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-8.85204583194952e-05,-7.37670485995793,5.93315363881402,0.85576549257445,"W",-2.45890161998598,NA
"62A-3.O","6","2","A","3","O",607.6,49.7,0,0,16,0,0,8888.88888888889,357701.766152470,362232655.190402,0,0,0,-0.000109234210561275,-9.10285088010628,7.87396351575456,0.88731078303121,"O",-3.03428362670209,-1.79779806717043e-07
"62A-3.I","6","2","A","3","I",542.2,45,0,0,0,0,0,0,0,0,0,0,0,-0.000121457966124211,-10.1214971770176,4.6993970714901,0.82454284418921,"I",-3.3738323923392,-2.24009528078589e-07
"62A-3.S","6","2","A","3","S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.000116916608435736,-9.74305070297797,8.1514683153014,0.89072791758149,"S",-3.24768356765932,NA
"62A-3.W","6","2","A","3","W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.000111429703088675,-9.2858085907229,4.79136690647483,0.827329192546584,"W",-3.09526953024097,NA
"62A-4.O","6","2","A","4","O",455.3,38.7,0,0,2.5,0,0,1388.88888888889,71777.2035601493,54466934.6348933,0,0,0,-0.000130655078047160,-10.8879231705967,10.6304664723032,0.914018925863258,"O",-3.62930772353223,-2.86964810118955e-07
"62A-4.I","6","2","A","4","I",678,49.8,0,0,5.5,0,0,3055.55555555556,122713.074520303,138665774.207943,0,0,0,-0.000105209147791431,-8.76742898261929,8.71408148677628,0.897056659308315,"I",-2.92247632753976,-1.55175734205651e-07
"62A-4.S","6","2","A","4","S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.000100403573563600,-8.36696446363334,7.58305084745763,0.88349131121643,"S",-2.78898815454445,NA
"62A-4.E","6","2","A","4","E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.50861348389239e-05,3.75717790324366,5.47399411187439,0.845535849628619,"E",1.25239263441455,NA
"62B-1.O","6","2","B","1","O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.000139857010194942,-11.6547508495785,3.09048569527612,0.755530253741054,"O",-3.88491694985949,NA
"62B-1.I","6","2","B","1","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.00012705367507467,-10.5878062562225,5.21494749845583,0.839097594911548,"I",-3.52926875207417,NA
"62B-1.N","6","2","B","1","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.000153900838483361,-12.8250698736134,4.64963503649635,0.822997416020672,"N",-4.27502329120448,NA
"62B-1.W","6","2","B","1","W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7.71223595727003e-05,-6.42686329772503,4.16547788873039,0.806407069870202,"W",-2.14228776590834,NA
"62B-2.O","6","2","B","2","O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.000130817796081036,-10.9014830067530,3.06961325966851,0.754276405104534,"O",-3.63382766891767,NA
"62B-2.I","6","2","B","2","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000165788700099635,13.8157250083029,3.31235321747300,0.76810804923211,"I",4.6052416694343,NA
"62B-2.S","6","2","B","2","S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.000150023131185653,-12.5019275988044,2.53069420539300,0.716769580760481,"S",-4.16730919960146,NA
"62B-2.W","6","2","B","2","W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.000151283849883760,-12.6069874903133,3.18312905551551,0.760944501895898,"W",-4.20232916343777,NA
"62B-3.O","6","2","B","3","O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.000102113535702424,-8.50946130853537,3.91138588356517,0.796391482219658,"O",-2.83648710284512,NA
"62B-3.I","6","2","B","3","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.000120095649285951,-10.0079707738293,3.54308093994778,0.779885057471264,"I",-3.33599025794310,NA
"62B-3.N","6","2","B","3","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.000146883093988708,-12.2402578323923,2.75678203928906,0.733814741035857,"N",-4.08008594413078,NA
"62B-3.E","6","2","B","3","E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.000145931861839920,-12.1609884866600,2.59245283018868,0.721638655462185,"E",-4.05366282888667,NA
"62B-4.O","6","2","B","4","O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.000149684936565925,-12.4737447138271,3.56073858114675,0.780737268271894,"O",-4.15791490460903,NA
"62B-4.I","6","2","B","4","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.000155491265360345,-12.9576054466955,3.65170068027211,0.785024861070489,"I",-4.31920181556515,NA
"62B-4.S","6","2","B","4","S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.000129661337761541,-10.8051114801284,2.91994996873046,0.744894703254627,"S",-3.60170382670947,NA
"62B-4.E","6","2","B","4","E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.000149029893058784,-12.4191577548987,2.61095890410959,0.723065250379363,"E",-4.1397192516329,NA
"62C-1.O","6","2","C","1","O",541.9,37.4,0,0,8.5,0.5,0.5,1208.33333333333,64616.7557932264,58359699.9405823,25,1336.89839572193,1207442.06773619,-0.000138814830953172,-11.5679025794310,3.96436285097193,0.79856428105286,"O",-3.85596752647699,-2.56163186848444e-07
"62C-1.I","6","2","C","1","I",528,42.7,0,0,0.5,0,0,277.777777777778,13010.6687483737,11449388.4985688,0,0,0,-6.88310169378944e-05,-5.73591807815787,5.60027409776153,0.848491140642303,"I",-1.91197269271929,-1.30361774503588e-07
"62C-1.N","6","2","C","1","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.000113865835934905,-9.48881966124211,6.43782505910165,0.8655520945903,"N",-3.16293988708070,NA
"62C-1.E","6","2","C","1","E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.000102302528063766,-8.52521067198052,6.49132321041215,0.866512233965542,"E",-2.84173689066017,NA
"62C-2.O","6","2","C","2","O",410.1,33.9,0,0,0,0,0,0,0,0,0,0,0,-0.000178566054808217,-14.8805045673514,3.74707602339181,0.789344009855251,"O",-4.96016818911713,-4.35420762760831e-07
"62C-2.I","6","2","C","2","I",1100,90,0,0,0,0,0,0,0,0,0,0,0,-6.16599366211198e-05,-5.13832805175999,7.03271028037383,0.875509016870273,"I",-1.71277601725333,-5.60544878373817e-08
"62C-2.S","6","2","C","2","S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.000142654441081656,-11.887870090138,5.43888303477345,0.844693560265117,"S",-3.96262336337933,NA
"62C-2.W","6","2","C","2","W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.000145564408534329,-12.1303673778608,9.57921714818266,0.90547504735057,"W",-4.04345579262026,NA
"62C-3.O","6","2","C","3","O",462,39.3,0,0,0,0,0,0,0,0,0,0,0,-0.000143243113915643,-11.9369261596369,0.556977452772698,0.357729941291584,"O",-3.97897538654563,-3.10050030120439e-07
"62C-3.I","6","2","C","3","I",526,64.5,0,0,0,0,0,0,0,0,0,0,0,-9.20326801727e-05,-7.66939001439167,9.81238503985285,0.90751346753615,"I",-2.55646333813056,-1.74967072571673e-07
"62C-3.N","6","2","C","3","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.000143646177349718,-11.9705147791431,6.08015873015873,0.858760228673916,"N",-3.99017159304771,NA
"62C-3.W","6","2","C","3","W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.000120938027233477,-10.0781689361231,10.3206751054852,0.911666045471487,"W",-3.35938964537437,NA
"62C-4.O","6","2","C","4","O",832.5,43.9,0,0,2.5,0,0,1388.88888888889,63275.1202227284,87794229.3090357,0,0,0,-0.000216576656260379,-18.0480546883649,0.469852104664393,0.319659442724459,"O",-6.01601822945496,-2.60152139652106e-07
"62C-4.I","6","2","C","4","I",586.2,57.8,0,0,0,0,0,0,0,0,0,0,0,-7.62708468947194e-05,-6.35590390789328,6.10042633822833,0.859163386483421,"I",-2.11863463596443,-1.30110622474786e-07
"62C-4.S","6","2","C","4","S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.000164909566257057,-13.7424638547548,3.66212379329926,0.785505481120584,"S",-4.58082128491826,NA
"62C-4.E","6","2","C","4","E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.000189125757555629,-15.7604797963024,1.92731829573935,0.658390410958904,"E",-5.25349326543415,NA
"72A-1.O","7","2","A","1","O",592.8,54.6,0,0,15,0.5,0,8333.33333333333,305250.305250305,301587301.587302,277.777777777778,10175.0101750102,10052910.0529101,-0.000179071783838328,-14.9226486531940,8.98009950248756,0.899800598205384,"O",-4.97421621773134,-3.02077907959393e-07
"72A-1.I","7","2","A","1","I",641.4,45.1,0,0,12,0.5,0,600,26607.5388026608,28443458.9800444,25,1108.64745011086,1185144.12416851,-0.000184014793496023,-15.3345661246686,4.85259407704297,0.829135595799726,"I",-5.11152204155619,-2.86895530863771e-07
"72A-1.S","7","2","A","1","S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.000186092287977044,-15.5076906647537,9.22958642629905,0.902244337324418,"S",-5.16923022158457,NA
"72A-1.W","7","2","A","1","W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.000182231318029118,-15.1859431690932,7.61360923199363,0.883904647509933,"W",-5.06198105636439,NA
"72A-2.O","7","2","A","2","O",393.1,43.5,0,0,0,0,0,0,0,0,0,0,0,-0.000174325785424277,-14.5271487853564,9.9556616643929,0.90872299358695,"O",-4.84238292845214,-4.43464221379489e-07
"72A-2.I","7","2","A","2","I",408.8,25,0,0,0,0,0.5,277.777777777778,22222.2222222222,15140740.7407407,0,0,0,-0.000164703180877094,-13.7252650730912,11.6976584022039,0.921245321907035,"I",-4.57508835769705,-4.02894278075083e-07
"72A-2.N","7","2","A","2","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.000175484211489979,-14.6236842908316,9.30171489817792,0.902928783228424,"N",-4.8745614302772,NA
"72A-2.E","7","2","A","2","E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.000193878213623112,-16.1565178019260,10.0601719197708,0.90958549222798,"E",-5.38550593397532,NA
"72A-3.O","7","2","A","3","O",387,57.2,3.5,0.5,0,0,0,1944.44444444444,67987.567987568,43851981.3519814,277.777777777778,9712.50971250971,6264568.76456876,-0.000217924022837066,-18.1603352364222,9.86392405063292,0.907952228371687,"O",-6.0534450788074,-5.63111170121618e-07
"72A-3.I","7","2","A","3","I",411.5,35.3,0,0,0,0,1,555.555555555556,31476.2354422411,21587451.4741370,0,0,0,-0.000227169144864797,-18.9307620720664,11.9225806451613,0.92261607588617,"I",-6.31025402402214,-5.52051384847624e-07
"72A-3.S","7","2","A","3","S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.00023387536859276,-19.4896140493967,11.2308209959623,0.918239339752407,"S",-6.49653801646555,NA
"72A-3.E","7","2","A","3","E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.000209395852939331,-17.4496544116109,12.6521406727829,0.926751414011312,"E",-5.81655147053698,NA
"72A-4.O","7","2","A","4","O",409.4,60.2,0,0,0,0,0,0,0,0,0,0,0,-0.000164497710019449,-13.7081425016208,9.68780788177341,0.906435443913119,"O",-4.56938083387359,-4.01801929700657e-07
"72A-4.I","7","2","A","4","I",479.9,29.5,0,0,2.5,0.5,0,1388.88888888889,94161.9585687382,75313873.1952291,277.777777777778,18832.3917137476,15062774.6390458,-0.000185424179685049,-15.4520149737541,10.0792316926771,0.909741033698126,"I",-5.15067165791804,-3.86380870358511e-07
"72A-4.N","7","2","A","4","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.000181973963234833,-15.1644969362361,8.62731067382231,0.896128832455869,"N",-5.05483231207869,NA
"72A-4.W","7","2","A","4","W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.000119337411380890,-9.9447842817408,10.3740912095175,0.91208088790749,"W",-3.3149280939136,NA
"72B-1.O","7","2","B","1","O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.000183569546395633,-15.2974621996361,7.64331757627847,0.884303684184358,"O",-5.09915406654537,NA
"72B-1.I","7","2","B","1","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.000199437480394002,-16.6197900328335,5.92716802168022,0.85564086263387,"I",-5.5399300109445,NA
"72B-1.N","7","2","B","1","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7.1999263455866e-05,-5.99993862132217,8.78375581996897,0.897789763113367,"N",-1.99997954044072,NA
"72B-1.E","7","2","B","1","E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.000189952773713724,-15.829397809477,7.47463516330784,0.8820008200082,"E",-5.27646593649234,NA
"72B-2.O","7","2","B","2","O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.71025158416463e-05,-2.25854298680386,5.44760357432982,0.84490361597581,"O",-0.752847662267952,NA
"72B-2.I","7","2","B","2","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.000132279816801556,-11.0233180667963,6.9472972972973,0.87417105934365,"I",-3.67443935559878,NA
"72B-2.S","7","2","B","2","S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.000188889673128804,-15.7408060940670,4.31317829457365,0.811788736504231,"S",-5.24693536468899,NA
"72B-2.E","7","2","B","2","E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.000203696938327373,-16.9747448606144,4.68494683827644,0.824096859927158,"E",-5.65824828687147,NA
"72B-3.O","7","2","B","3","O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.000181807453416149,-15.1506211180124,5.4063670411985,0.843905290850628,"O",-5.05020703933747,NA
"72B-3.I","7","2","B","3","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.000107720936068762,-8.97674467239684,6.90407854984895,0.87348303870043,"I",-2.99224822413228,NA
"72B-3.S","7","2","B","3","S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.000157185911461867,-13.0988259551556,5.96354166666666,0.856394913986537,"S",-4.36627531838519,NA
"72B-3.W","7","2","B","3","W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.000134654196799718,-11.2211830666431,7.08275328692962,0.876279781839058,"W",-3.74039435554771,NA
"72B-4.O","7","2","B","4","O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.000159984126984127,-13.3320105820106,7.67157417893545,0.884680684341126,"O",-4.44400352733686,NA
"72B-4.I","7","2","B","4","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.000159673881673882,-13.3061568061568,7.21841541755889,0.878322042730589,"I",-4.43538560205227,NA
"72B-4.N","7","2","B","4","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.000201448002965916,-16.7873335804930,6.49,0.86648865153538,"N",-5.59577786016435,NA
"72B-4.W","7","2","B","4","W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000248174871743915,20.6812393119929,6.88488104374521,0.873175004866654,"W",6.89374643733096,NA
"72C-1.O","7","2","C","1","O",647.8,72.4,0,0,15,1,0,8333.33333333333,230202.578268877,248542050.337630,555.555555555556,15346.8385512584,16569470.0225087,-0.000217235899366334,-18.1029916138612,2.43881527669525,0.709202175883953,"O",-6.03433053795373,-3.35344086703202e-07
"72C-1.I","7","2","C","1","I",298.2,39.1,15,1,580,21.5,0,411666.666666667,21057118.4995737,10465387894.2881,14277.7777777778,730321.113952827,362969593.634555,0.00111224863542255,92.6873862852124,6.20675396278428,0.861241273787893,"I",30.8957954284041,3.72987469960613e-06
"72C-1.N","7","2","C","1","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000192714356684771,16.0595297237309,4.59884201819686,0.821391638351307,"N",5.35317657457697,NA
"72C-1.W","7","2","C","1","W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.000237301892766261,-19.7751577305218,5.04095826893354,0.834463349110912,"W",-6.59171924350725,NA
"72C-2.O","7","2","C","2","O",520.7,30.8,0,0,7,0,0,3888.88888888889,252525.252525253,219149831.649832,0,0,0,-2.87437103958843e-05,-2.39530919965703,2.12820512820513,0.680327868852459,"O",-0.798436399885675,-5.52020556863536e-08
"72C-2.I","7","2","C","2","I",467.3,68.4,0,0,2.5,0,0,1388.88888888889,40610.7862248213,31629034.004765,0,0,0,0.00131361494307369,109.467911922807,5.92050874403817,0.855501952676315,"I",36.4893039742691,2.81107413454673e-06
"72C-2.N","7","2","C","2","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.000196785927872267,-16.3988273226889,4.58407572383073,0.820919333931598,"N",-5.46627577422963,NA
"72C-2.E","7","2","C","2","E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000112796793753933,9.39973281282776,5.5875,0.84819734345351,"E",3.13324427094259,NA
"72C-3.O","7","2","C","3","O",421.2,31.2,0,0,37.5,1.5,0,20833.3333333333,1335470.08547009,937500000,833.333333333333,53418.8034188034,37500000,-0.000205877808195879,-17.1564840163233,0.896008403361344,0.472576177285318,"O",-5.7188280054411,-4.88788718413769e-07
"72C-3.I","7","2","C","3","I",549.3,43.4,0,0,438,17,0,394888.888888889,18197644.6492576,16659943676.3953,15444.4444444444,711725.550435228,651584741.423451,0.00223885022453792,186.570852044827,4.30620467365028,0.811541381928626,"I",62.1902840149423,4.07582418448557e-06
"72C-3.S","7","2","C","3","S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00103975561026651,86.6463008555425,5.21595487510073,0.839123671247083,"S",28.8821002851808,NA
"72C-3.W","7","2","C","3","W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.000432969090153842,-36.0807575128202,2.48637316561845,0.713168971737823,"W",-12.0269191709401,NA
"72C-4.O","7","2","C","4","O",449.5,40.5,0,0,8,0.5,0,4444.44444444444,219478.737997257,164426154.549611,277.777777777778,13717.4211248285,10276634.6593507,0.00107907158541941,89.9226321182843,5.17102315160568,0.837952317560208,"O",29.9742107060948,2.40060419448145e-06
"72C-4.I","7","2","C","4","I",300.1,30.4,0,0,0.5,0,0,277.777777777778,18274.8538011696,9140472.70955166,0,0,0,0.00042012472551603,35.0103937930025,7.47086914995224,0.881948359454279,"I",11.6701312643342,1.39994910201943e-06
"72C-4.S","7","2","C","4","S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000200548277809147,16.7123564840956,6.66942833471415,0.86961218537323,"S",5.57078549469854,NA
"72C-4.E","7","2","C","4","E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000938024781981304,78.1687318317753,7.17830731306492,0.877725308952075,"E",26.0562439439251,NA
"82A-1.O","8","2","A","1","O",520,51.9,0,0,0,0,2,1111.11111111111,42817.3838578463,37108399.3434668,0,0,0,-8.49281547036347e-05,-7.07734622530289,4.18122977346278,0.806995627732667,"O",-2.35911540843430,-1.63323374430067e-07
"82A-1.I","8","2","A","1","I",861.7,46.3,0,0,0,0,0,0,0,0,0,0,0,-9.12370632940706e-05,-7.60308860783922,5.69294770206023,0.85058900136151,"I",-2.53436286927974,-1.05880310193885e-07
"82A-1.N","8","2","A","1","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.000103804880014421,-8.6504066678684,4.84301322599194,0.828855427615392,"N",-2.88346888928947,NA
"82A-1.E","8","2","A","1","E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.000131553720816097,-10.9628100680081,5.12109375,0.836630504148054,"E",-3.65427002266935,NA
"82A-2.O","8","2","A","2","O",932.8,82.4,0,0,0,0,0,0,0,0,0,0,0,-9.27570387416974e-05,-7.72975322847479,3.97987679671458,0.799191819231403,"O",-2.57658440949160,-9.94393640026774e-08
"82A-2.I","8","2","A","2","I",750,54,0,0,0,0,0,0,0,0,0,0,0,0.000135980721913454,11.3317268261211,4.45959595959596,0.816836262719704,"I",3.77724227537371,1.81307629217938e-07
"82A-2.S","8","2","A","2","S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.000183632135780150,-15.3026779816791,4.98855421686747,0.833014787244744,"S",-5.10089266055971,NA
"82A-2.E","8","2","A","2","E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.000177831279736529,-14.8192733113774,3.62818261633011,0.783932467039742,"E",-4.93975777045914,NA
"82A-3.O","8","2","A","3","O",711.5,78.2,9,0,0,0,0,5000,127877.237851662,151641091.219096,0,0,0,4.94454071536089e-05,4.12045059613408,7.61855670103093,0.883971291866029,"O",1.37348353204469,6.94945989509612e-08
"82A-3.I","8","2","A","3","I",754.2,48.5,4,0.5,0,0,0.5,2500,103092.783505155,129587628.865979,277.777777777778,11454.7537227950,14398625.4295533,-4.70840688519068e-05,-3.92367240432557,5.00287631831256,0.833413192780706,"I",-1.30789080144186,-6.24291552000886e-08
"82A-3.N","8","2","A","3","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.000120524260829152,-10.0436884024294,5.7845507094062,0.852606304701417,"N",-3.34789613414312,NA
"82A-3.W","8","2","A","3","W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.000132219303512914,-11.0182752927428,5.31619636644762,0.841676866585067,"W",-3.67275843091427,NA
