"SampleID","Block","Time","Chamber","Frag","Pos","ARA.dwt","Cells.dwt","Nostoc","Nostoc.H","Stigonema","Stigonema.H","Other.cells","Cells","H.cells","ARA","ARA.m","Position","Nfix","ARA.g"
"13C-1.O","1","3","C","1","O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"O",NA,NA
"13C-1.I","1","3","C","1","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I",NA,NA
"13C-1.N","1","3","C","1","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA
"13C-1.W","1","3","C","1","W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"W",NA,NA
"13C-2.O","1","3","C","2","O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"O",NA,NA
"13C-2.I","1","3","C","2","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I",NA,NA
"13C-2.N","1","3","C","2","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA
"13C-2.E","1","3","C","2","E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E",NA,NA
"13C-3.O","1","3","C","3","O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"O",NA,NA
"13C-3.I","1","3","C","3","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I",NA,NA
"13C-3.S","1","3","C","3","S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",NA,NA
"13C-3.W","1","3","C","3","W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"W",NA,NA
"13C-4.O","1","3","C","4","O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"O",NA,NA
"13C-4.I","1","3","C","4","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I",NA,NA
"13C-4.S","1","3","C","4","S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",NA,NA
"13C-4.E","1","3","C","4","E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E",NA,NA
"23A-1.O","2","3","A","1","O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"O",NA,NA
"23A-1.I","2","3","A","1","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I",NA,NA
"23A-1.N","2","3","A","1","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA
"23A-1.W","2","3","A","1","W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"W",NA,NA
"23A-2.O","2","3","A","2","O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"O",NA,NA
"23A-2.I","2","3","A","2","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I",NA,NA
"23A-2.N","2","3","A","2","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA
"23A-2.E","2","3","A","2","E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E",NA,NA
"23A-3.O","2","3","A","3","O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"O",NA,NA
"23A-3.I","2","3","A","3","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I",NA,NA
"23A-3.S","2","3","A","3","S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",NA,NA
"23A-3.E","2","3","A","3","E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E",NA,NA
"23A-4.O","2","3","A","4","O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"O",NA,NA
"23A-4.I","2","3","A","4","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I",NA,NA
"23A-4.S","2","3","A","4","S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",NA,NA
"23A-4.W","2","3","A","4","W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"W",NA,NA
"23B-1.O","2","3","B","1","O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"O",NA,NA
"23B-1.I","2","3","B","1","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I",NA,NA
"23B-1.N","2","3","B","1","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA
"23B-1.E","2","3","B","1","E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E",NA,NA
"23B-2.O","2","3","B","2","O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"O",NA,NA
"23B-2.I","2","3","B","2","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I",NA,NA
"23B-2.S","2","3","B","2","S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",NA,NA
"23B-2.W","2","3","B","2","W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"W",NA,NA
"23B-3.O","2","3","B","3","O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"O",NA,NA
"23B-3.I","2","3","B","3","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I",NA,NA
"23B-3.S","2","3","B","3","S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",NA,NA
"23B-3.E","2","3","B","3","E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E",NA,NA
"23B-4.O","2","3","B","4","O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"O",NA,NA
"23B-4.I","2","3","B","4","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I",NA,NA
"23B-4.N","2","3","B","4","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA
"23B-4.W","2","3","B","4","W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"W",NA,NA
"23C-1.O","2","3","C","1","O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"O",NA,NA
"23C-1.I","2","3","C","1","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I",NA,NA
"23C-1.N","2","3","C","1","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA
"23C-1.W","2","3","C","1","W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"W",NA,NA
"23C-2.O","2","3","C","2","O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"O",NA,NA
"23C-2.I","2","3","C","2","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I",NA,NA
"23C-2.N","2","3","C","2","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA
"23C-2.E","2","3","C","2","E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E",NA,NA
"23C-3.O","2","3","C","3","O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"O",NA,NA
"23C-3.I","2","3","C","3","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I",NA,NA
"23C-3.S","2","3","C","3","S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",NA,NA
"23C-3.W","2","3","C","3","W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"W",NA,NA
"23C-4.O","2","3","C","4","O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"O",NA,NA
"23C-4.I","2","3","C","4","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I",NA,NA
"23C-4.S","2","3","C","4","S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",NA,NA
"23C-4.E","2","3","C","4","E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E",NA,NA
"33A-1.O","3","3","A","1","O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"O",NA,NA
"33A-1.I","3","3","A","1","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I",NA,NA
"33A-1.S","3","3","A","1","S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",NA,NA
"33A-1.E","3","3","A","1","E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E",NA,NA
"33A-2.O","3","3","A","2","O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"O",NA,NA
"33A-2.I","3","3","A","2","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I",NA,NA
"33A-2.S","3","3","A","2","S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",NA,NA
"33A-2.W","3","3","A","2","W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"W",NA,NA
"33A-3.O","3","3","A","3","O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"O",NA,NA
"33A-3.I","3","3","A","3","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I",NA,NA
"33A-3.N","3","3","A","3","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA
"33A-3.W","3","3","A","3","W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"W",NA,NA
"33A-4.O","3","3","A","4","O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"O",NA,NA
"33A-4.I","3","3","A","4","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I",NA,NA
"33A-4.N","3","3","A","4","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA
"33A-4.E","3","3","A","4","E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E",NA,NA
"33B-1.O","3","3","B","1","O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"O",NA,NA
"33B-1.I","3","3","B","1","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I",NA,NA
"33B-1.S","3","3","B","1","S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",NA,NA
"33B-1.W","3","3","B","1","W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"W",NA,NA
"33B-2.O","3","3","B","2","O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"O",NA,NA
"33B-2.I","3","3","B","2","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I",NA,NA
"33B-2.N","3","3","B","2","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA
"33B-2.W","3","3","B","2","W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"W",NA,NA
"33B-3.O","3","3","B","3","O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"O",NA,NA
"33B-3.I","3","3","B","3","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I",NA,NA
"33B-3.N","3","3","B","3","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA
"33B-3.E","3","3","B","3","E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E",NA,NA
"33B-4.O","3","3","B","4","O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"O",NA,NA
"33B-4.I","3","3","B","4","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I",NA,NA
"33B-4.S","3","3","B","4","S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",NA,NA
"33B-4.E","3","3","B","4","E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E",NA,NA
"33C-1.O","3","3","C","1","O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"O",NA,NA
"33C-1.I","3","3","C","1","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I",NA,NA
"33C-1.S","3","3","C","1","S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",NA,NA
"33C-1.E","3","3","C","1","E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E",NA,NA
"33C-2.O","3","3","C","2","O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"O",NA,NA
"33C-2.I","3","3","C","2","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I",NA,NA
"33C-2.S","3","3","C","2","S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",NA,NA
"33C-2.W","3","3","C","2","W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"W",NA,NA
"33C-3.O","3","3","C","3","O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"O",NA,NA
"33C-3.I","3","3","C","3","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I",NA,NA
"33C-3.N","3","3","C","3","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA
"33C-3.W","3","3","C","3","W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"W",NA,NA
"33C-4.O","3","3","C","4","O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"O",NA,NA
"33C-4.I","3","3","C","4","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I",NA,NA
"33C-4.N","3","3","C","4","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA
"33C-4.E","3","3","C","4","E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E",NA,NA
"43A-1.O","4","3","A","1","O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"O",NA,NA
"43A-1.I","4","3","A","1","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I",NA,NA
"43A-1.N","4","3","A","1","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA
"43A-1.W","4","3","A","1","W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"W",NA,NA
"43A-2.O","4","3","A","2","O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"O",NA,NA
"43A-2.I","4","3","A","2","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I",NA,NA
"43A-2.N","4","3","A","2","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA
"43A-2.E","4","3","A","2","E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E",NA,NA
"43A-3.O","4","3","A","3","O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"O",NA,NA
"43A-3.I","4","3","A","3","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I",NA,NA
"43A-3.S","4","3","A","3","S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",NA,NA
"43A-3.W","4","3","A","3","W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"W",NA,NA
"43A-4.O","4","3","A","4","O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"O",NA,NA
"43A-4.I","4","3","A","4","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I",NA,NA
"43A-4.S","4","3","A","4","S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",NA,NA
"43A-4.E","4","3","A","4","E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E",NA,NA
"43B-1.O","4","3","B","1","O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"O",NA,NA
"43B-1.I","4","3","B","1","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I",NA,NA
"43B-1.S","4","3","B","1","S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",NA,NA
"43B-1.W","4","3","B","1","W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"W",NA,NA
"43B-2.O","4","3","B","2","O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"O",NA,NA
"43B-2.I","4","3","B","2","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I",NA,NA
"43B-2.N","4","3","B","2","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA
"43B-2.W","4","3","B","2","W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"W",NA,NA
"43B-3.O","4","3","B","3","O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"O",NA,NA
"43B-3.I","4","3","B","3","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I",NA,NA
"43B-3.N","4","3","B","3","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA
"43B-3.E","4","3","B","3","E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E",NA,NA
"43B-4.O","4","3","B","4","O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"O",NA,NA
"43B-4.I","4","3","B","4","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I",NA,NA
"43B-4.S","4","3","B","4","S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",NA,NA
"43B-4.E","4","3","B","4","E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E",NA,NA
"43C-1.O","4","3","C","1","O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"O",NA,NA
"43C-1.I","4","3","C","1","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I",NA,NA
"43C-1.S","4","3","C","1","S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",NA,NA
"43C-1.W","4","3","C","1","W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"W",NA,NA
"43C-2.O","4","3","C","2","O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"O",NA,NA
"43C-2.I","4","3","C","2","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I",NA,NA
"43C-2.S","4","3","C","2","S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",NA,NA
"43C-2.E","4","3","C","2","E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E",NA,NA
"43C-3.O","4","3","C","3","O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"O",NA,NA
"43C-3.I","4","3","C","3","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I",NA,NA
"43C-3.N","4","3","C","3","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA
"43C-3.E","4","3","C","3","E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E",NA,NA
"43C-4.O","4","3","C","4","O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"O",NA,NA
"43C-4.I","4","3","C","4","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I",NA,NA
"43C-4.N","4","3","C","4","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA
"43C-4.W","4","3","C","4","W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"W",NA,NA
"53A-1.O","5","3","A","1","O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"O",NA,NA
"53A-1.I","5","3","A","1","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I",NA,NA
"53A-1.N","5","3","A","1","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA
"53A-1.W","5","3","A","1","W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"W",NA,NA
"53A-2.O","5","3","A","2","O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"O",NA,NA
"53A-2.I","5","3","A","2","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I",NA,NA
"53A-2.S","5","3","A","2","S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",NA,NA
"53A-2.E","5","3","A","2","E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E",NA,NA
"53A-3.O","5","3","A","3","O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"O",NA,NA
"53A-3.I","5","3","A","3","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I",NA,NA
"53A-3.N","5","3","A","3","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA
"53A-3.E","5","3","A","3","E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E",NA,NA
"53A-4.O","5","3","A","4","O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"O",NA,NA
"53A-4.I","5","3","A","4","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I",NA,NA
"53A-4.S","5","3","A","4","S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",NA,NA
"53A-4.W","5","3","A","4","W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"W",NA,NA
"53B-1.O","5","3","B","1","O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"O",NA,NA
"53B-1.I","5","3","B","1","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I",NA,NA
"53B-1.S","5","3","B","1","S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",NA,NA
"53B-1.E","5","3","B","1","E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E",NA,NA
"53B-2.O","5","3","B","2","O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"O",NA,NA
"53B-2.I","5","3","B","2","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I",NA,NA
"53B-2.N","5","3","B","2","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA
"53B-2.E","5","3","B","2","E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E",NA,NA
"53B-3.O","5","3","B","3","O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"O",NA,NA
"53B-3.I","5","3","B","3","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I",NA,NA
"53B-3.S","5","3","B","3","S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",NA,NA
"53B-3.W","5","3","B","3","W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"W",NA,NA
"53B-4.O","5","3","B","4","O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"O",NA,NA
"53B-4.I","5","3","B","4","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I",NA,NA
"53B-4.N","5","3","B","4","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA
"53B-4.W","5","3","B","4","W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"W",NA,NA
"53C-1.O","5","3","C","1","O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"O",NA,NA
"53C-1.I","5","3","C","1","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I",NA,NA
"53C-1.N","5","3","C","1","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA
"53C-1.E","5","3","C","1","E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E",NA,NA
"53C-2.O","5","3","C","2","O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"O",NA,NA
"53C-2.I","5","3","C","2","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I",NA,NA
"53C-2.N","5","3","C","2","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA
"53C-2.W","5","3","C","2","W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"W",NA,NA
"53C-3.O","5","3","C","3","O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"O",NA,NA
"53C-3.I","5","3","C","3","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I",NA,NA
"53C-3.S","5","3","C","3","S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",NA,NA
"53C-3.E","5","3","C","3","E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E",NA,NA
"53C-4.O","5","3","C","4","O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"O",NA,NA
"53C-4.I","5","3","C","4","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I",NA,NA
"53C-4.S","5","3","C","4","S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",NA,NA
"53C-4.W","5","3","C","4","W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"W",NA,NA
"63A-1.O","6","3","A","1","O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"O",NA,NA
"63A-1.I","6","3","A","1","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I",NA,NA
"63A-1.S","6","3","A","1","S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",NA,NA
"63A-1.E","6","3","A","1","E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E",NA,NA
"63A-2.O","6","3","A","2","O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"O",NA,NA
"63A-2.I","6","3","A","2","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I",NA,NA
"63A-2.S","6","3","A","2","S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",NA,NA
"63A-2.W","6","3","A","2","W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"W",NA,NA
"63A-3.O","6","3","A","3","O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"O",NA,NA
"63A-3.I","6","3","A","3","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I",NA,NA
"63A-3.N","6","3","A","3","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA
"63A-3.E","6","3","A","3","E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E",NA,NA
"63A-4.O","6","3","A","4","O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"O",NA,NA
"63A-4.I","6","3","A","4","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I",NA,NA
"63A-4.N","6","3","A","4","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA
"63A-4.W","6","3","A","4","W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"W",NA,NA
"63B-1.O","6","3","B","1","O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"O",NA,NA
"63B-1.I","6","3","B","1","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I",NA,NA
"63B-1.S","6","3","B","1","S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",NA,NA
"63B-1.W","6","3","B","1","W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"W",NA,NA
"63B-2.O","6","3","B","2","O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"O",NA,NA
"63B-2.I","6","3","B","2","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I",NA,NA
"63B-2.N","6","3","B","2","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA
